review_date,handle,helpfulness_rating,review,sentiment,cleaned_text
"February 12, 2014",Adam S,,"After reading several of the reviews I decided to take the chance and get it. I have had no issues at all with it not warming the coffee, in fact, it comes out quite hot! It looks good, and does exactly what it's supposed to. For what we were looking for, couldn't be happier.",positive,read several review decide take chance get issue warm coffee fact come quite hot look good exactly suppose look happy
"May 9, 2017",Becca,,Loving it so far. Had it for a couple weeks. No issue. Love not having the carafe. Easy to fill and use.,positive,love far couple week issue love carafe easy fill use
"October 7, 2019",Barbara coovert,,Easy to use and love the hands free push button with your cup....no carafe to clean.  Had same one previously.  Only issue did not last lon maybe two years.,positive,easy use love hand free push button cup carafe clean one previously issue last lon maybe two year
"January 21, 2019",g.t.b.,,great my second one first one lasted 5 years.,positive,great second one first one last year
"November 28, 2017",Kindle Customer,,"Love this coffee maker, I have had it for 2 months now and it is working great.",positive,love coffee maker month work great
"November 19, 2017",dental nerd,,good coffee maker...if you need a lot or have a party you wil lneed a carft . Only makes 10 cups,positive,good coffee maker need lot party wil lneed carft make 10 cup
"September 26, 2019",Angela C.,,I loved my new coffee maker! It’s easy to use and coffee comes out great!,positive,love new coffee maker easy use coffee come great
"August 16, 2016",Amazon Customer,,I am very happy with this coffee maker. I have been using a pour over for years but wanted something that makes equally great tasting coffee but more than one cup at once. The Brewstation is very easy to use and I like that it doesn't have a carafe. The coffee tastes great and the holding tank keeps it nice and hot. Would highly recommend!,positive,happy coffee maker use pour year want something make equally great taste coffee one cup brewstation easy use like carafe coffee taste great hold tank keep nice hot would highly recommend
"March 15, 2011",Paying Attention,One,"I ordered this one with some trepidation because of negative reviews, but have no complaints so far.  The process is different, but the results are excellent.  I  love the ease of filling both my somewhat tall travel cup and my husband's very thick mug.  Coffee is hot and delicious.  Clean up is easy.",positive,order one trepidation negative review complaint far process different result excellent love ease fill somewhat tall travel cup husband thick mug coffee hot delicious clean easy
"July 4, 2016",WILLIAM R DELL,,"I have used it a couple months now, and I really like it! It took some time to get the coffee to water ratio just right but now it's perfect. The only drawback is not being able to see the coffee as it goes in to the cup, so you don't know when it's full. Minor inconvenience.",positive,use couple month really like take time get coffee water ratio right perfect drawback able see coffee go cup know full minor inconvenience
"November 17, 2013",Cee,,"Better than expected, I only wish I had found this coffee maker prior. You can select up to 4 hours of heating. Just place your cup into the maker and off you go. I highly recommend this. The quality is also better than expected. So far, so good.",positive,good expect wish find coffee maker prior select hour heat place cup maker go highly recommend quality also good expect far good
"April 6, 2019",Bo Spencer,,Great buy for the money,positive,great buy money
"November 8, 2019",Amazon Customer,,"It has no carafe and I like that, easy cleaning and keeps the coffee nice and hot for up to 3 hours",positive,carafe like easy cleaning keep coffee nice hot hour
"May 8, 2017",ABorgDrone,One,"This is a great coffee maker.  I have two of them; one for my cabin and one for my house.  There are reviews of this with reports of leaking however I don't have issues with either of mine.  Overall an easy to use coffee maker, that well.... makes a great cup of coffee.",positive,great coffee maker two one cabin one house review report leak however issue either mine overall easy use coffee maker well make great cup coffee
"May 21, 2019",Shannon,,Far better than a regular coffee pot or a Keurig! Coffee & tea stay perfect fresh the entire time you keep it warm.,positive,far good regular coffee pot keurig coffee tea stay perfect fresh entire time keep warm
"September 19, 2014",Walter Sobchak,One,"works great, easy to clean. I wasn't sure if I'd like not having a pot, but it is actually much more convinient. I also really like being able to change the setting on how long it stays on for.",positive,work great easy clean sure like pot actually much convinient also really like able change setting long stay
"October 30, 2013",chilltampa,,We've owned two previous models and always liked them a lot because you can fit tall to go containers under the spout without doubt coffee down the side because you don't have to angle the cup to get at the spout. The only issue we had with the previous model was that it had a small opening to poor water into. This model fixed that issue. I absolutely love it. And I don't know what they could do to make a better coffee maker! It's perfect.,positive,own two previous model always like lot fit tall go container spout without doubt coffee side angle cup get spout issue previous model small opening poor water model fix issue absolutely love know could make good coffee maker perfect
